校名簡稱,校名全銜,等級別,縣市名稱,公/私立,原區,是否重點學校,地址,電話,學校網址,全校班級數,全校學生數,原住民籍學生總數,原住民籍學生總數占該校學生總數比率,主要/次要民族（30%以上）                     ,主要民族學生總數,主要民族占該校原住民籍學生總數比率,次要民族學生總數,次要民族占該校原住民籍學生總數比率,阿美族,泰雅族,排灣族,布農族,卑南族,魯凱族,鄒族,賽夏族,雅美族,邵族,噶瑪蘭族,太魯閣族,撒奇萊雅族,賽德克族,拉阿魯哇族,卡那卡那富族,尚未申報族籍
市立民生國小,高雄市那瑪夏區民生國民小學,國小,高雄市,公立,是,是,[849]高雄市那瑪夏區達卡努瓦里大光巷159號,(07)6701233,http://www.msp.ks.edu.tw,6,96,96,1,布農族,74,0.77,0,0,0,0,1,74,0,0,5,0,0,0,0,0,0,0,2,14,0
市立桃源國小,高雄市桃源區桃源國民小學,國小,高雄市,公立,是,是,[848]高雄市桃源區桃源里北進巷五十號,(07)6861045,http://www.ty.ks.edu.tw,6,79,77,0.97,布農族,68,0.88,0,0,2,4,2,68,0,0,0,0,0,0,0,0,0,0,1,0,0
市立建山國小,高雄市桃源區建山國民小學,國小,高雄市,公立,是,是,[848]高雄市桃源區建山里96號,(07)6881134,http://www.zs.ks.edu.tw,6,46,44,0.96,布農族,33,0.75,0,0,1,2,4,33,0,1,0,0,0,0,0,0,0,0,3,0,0
市立興中國小,高雄市桃源區興中國民小學,國小,高雄市,公立,是,是,[848]高雄市桃源區高中里興中巷44號,(07)6881850,http://www.szu.ks.edu.tw,6,61,57,0.93,布農族,41,0.72,0,0,1,0,4,41,0,0,3,0,0,0,0,0,0,0,8,0,0
市立寶山國小,高雄市桃源區寶山國民小學,國小,高雄市,公立,是,是,[848]高雄市桃源區寶山里98號,(07)6891728,http://www.bs.ks.edu.tw,6,21,20,0.95,布農族,18,0.9,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0
市立樟山國小,高雄市桃源區樟山國民小學,國小,高雄市,公立,是,是,[848]高雄市桃源區拉芙蘭里南橫公路五段440號,(07)6866118,http://www.zas.ks.edu.tw,7,36,36,1,布農族,36,1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
市立那瑪夏區民權國小,高雄市那瑪夏區民權國民小學,國小,高雄市,公立,是,是,[849]高雄市那瑪夏區瑪雅里平和巷220號,(07)6701129,http://www.mcp.ks.edu.tw,6,115,62,0.54,布農族,48,0.77,0,0,0,1,1,48,0,0,1,0,0,0,0,0,0,0,2,9,0
桃源國小,臺東縣延平鄉桃源國民小學,國小,臺東縣,公立,是,是,[953]臺東縣延平鄉桃源村昇平路84號,(089)561275,http://www.toyps.ttct.edu.tw,6,81,76,0.94,布農族,70,0.92,0,0,1,0,4,70,0,1,0,0,0,0,0,0,0,0,0,0,0
武陵國小,臺東縣延平鄉武陵國民小學,國小,臺東縣,公立,是,是,[953]臺東縣延平鄉武陵村一鄰明野路16號,(089)551249,http://www.wlps.ttct.edu.tw,6,68,68,1,布農族,61,0.9,0,0,2,0,4,61,0,0,0,0,1,0,0,0,0,0,0,0,0
縣立鸞山國小,臺東縣延平鄉鸞山國民小學,國小,臺東縣,公立,是,是,[953]臺東縣延平鄉鸞山村一鄰14號,(089)568027,http://www.lsps.ttct.edu.tw,6,32,29,0.91,布農族,29,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立紅葉國小,臺東縣延平鄉紅葉國民小學,國小,臺東縣,公立,是,是,[953]臺東縣延平鄉紅葉村紅谷路1號,(089)561015,http://www.hyps.ttct.edu.tw,6,51,49,0.96,布農族/阿美族,26,0.53,0,0,15,1,1,26,5,0,1,0,0,0,0,0,0,0,0,0,0
縣立海端國小,臺東縣海端鄉海端國民小學,國小,臺東縣,公立,是,是,[957]臺東縣海端鄉海端村山界路36號,(089)931184,http://www.hdps.ttct.edu.tw,6,47,41,0.87,布農族,35,0.85,0,0,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立初來國小,臺東縣海端鄉初來國民小學,國小,臺東縣,公立,是,是,[957]臺東縣海端鄉海端村七鄰5號,(089)931049,http://www.clips.ttct.edu.tw,12,48,46,0.96,布農族,43,0.93,0,0,0,0,1,43,2,0,0,0,0,0,0,0,0,0,0,0,0
縣立崁頂國小,臺東縣海端鄉崁頂國民小學,國小,臺東縣,公立,是,是,[957]臺東縣海端鄉崁頂村中福21號,(089)811447,http://www.kdps.ttct.edu.tw,6,35,34,0.97,布農族,29,0.85,0,0,3,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立廣原國小,臺東縣海端鄉廣原國民小學,國小,臺東縣,公立,是,是,[957]臺東縣海端鄉廣原村大埔路一鄰1號,(089)862923,http://www.gyps.ttct.edu.tw,6,45,42,0.93,布農族,37,0.88,0,0,2,0,2,37,0,0,0,0,0,0,0,1,0,0,0,0,0
縣立錦屏國小,臺東縣海端鄉錦屏國民小學,國小,臺東縣,公立,是,是,[957]臺東縣海端鄉廣原村錦屏1號,(089)861762,http://www.jpps.ttct.edu.tw,6,43,43,1,布農族,39,0.91,0,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立加拿國小,臺東縣海端鄉加拿國民小學,國小,臺東縣,公立,是,是,[957]臺東縣海端鄉加拿村加南5號,(089)811108,http://www.jnps.ttct.edu.tw,6,35,35,1,布農族,29,0.83,0,0,2,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立霧鹿國小,臺東縣海端鄉霧鹿國民小學,國小,臺東縣,公立,是,是,[957]臺東縣海端鄉霧鹿村12號,(089)35053,http://www.wulps.ttct.edu.tw,12,51,50,0.98,布農族,46,0.92,0,0,2,0,0,46,0,1,0,0,0,0,0,1,0,0,0,0,0
縣立瑞北國小,花蓮縣瑞穗鄉瑞北國民小學,國小,花蓮縣,公立,是,是,[978]花蓮縣瑞穗鄉中正北路二段35號,(03)8872642,http://www.zbps.hlc.edu.tw,6,56,51,0.91,布農族,36,0.71,0,0,12,0,1,36,0,0,0,0,0,0,0,2,0,0,0,0,0
縣立大禹國小,花蓮縣玉里鎮大禹國民小學,國小,花蓮縣,公立,是,是,[981]花蓮縣玉里鎮中禹里225號,(03)8883274,http://www.dyps.hlc.edu.tw,6,42,20,0.48,布農族/阿美族,9,0.45,7,0.35,7,0,0,9,2,0,0,0,0,0,0,2,0,0,0,0,0
縣立長良國小,花蓮縣玉里鎮長良國民小學,國小,花蓮縣,公立,是,是,[981]花蓮縣玉里鎮長良里163號,(03)8801171,http://www.clps.hlc.edu.tw,6,31,24,0.77,布農族/阿美族,14,0.58,9,0.38,9,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0
馬遠國小,花蓮縣萬榮鄉馬遠國民小學,國小,花蓮縣,公立,是,是,[979]花蓮縣萬榮鄉馬遠村39號,(03)8811371,http://www.myups.hlc.edu.tw,6,38,38,1,布農族,36,0.95,0,0,2,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
卓溪國小,花蓮縣卓溪鄉卓溪國民小學,國小,花蓮縣,公立,是,是,[982]花蓮縣卓溪鄉卓溪村中正路72號,(03)8883514,http://www.zsps.hlc.edu.tw,6,41,41,1,布農族,34,0.83,0,0,3,0,2,34,0,0,0,0,0,0,0,1,0,1,0,0,0
縣立崙山國小,花蓮縣卓溪鄉崙山國民小學,國小,花蓮縣,公立,是,是,[982]花蓮縣卓溪鄉崙山村1鄰12號,(03)8841350,http://www.lsaps.hlc.edu.tw,6,47,47,1,布農族,32,0.68,0,0,1,0,0,32,0,0,0,0,0,0,0,4,0,10,0,0,0
縣立太平國小,花蓮縣卓溪鄉太平國民小學,國小,花蓮縣,公立,是,是,[982]花蓮縣卓溪鄉太平村1鄰2號,(03)8841359,http://www.tpps.hlc.edu.tw,6,41,41,1,布農族,39,0.95,0,0,1,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立卓清國小,花蓮縣卓溪鄉卓清國民小學,國小,花蓮縣,公立,是,是,[982]花蓮縣卓溪鄉卓清村清水6號,(03)8801163,http://www.zcps.hlc.edu.tw,6,24,24,1,布農族,24,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立卓樂國小,花蓮縣卓溪鄉卓樂國民小學,國小,花蓮縣,公立,是,是,[982]花蓮縣卓溪鄉卓清村卓樂86號,(03)8889075,http://www.zlps.hlc.edu.tw,6,40,40,1,布農族,34,0.85,0,0,3,1,0,34,0,0,0,0,0,0,0,2,0,0,0,0,0
古風國小,花蓮縣卓溪鄉古風國民小學,國小,花蓮縣,公立,是,是,[982]花蓮縣卓溪鄉古風村崙天18號,(03)8846058,http://www.gfps.hlc.edu.tw,6,46,46,1,布農族,44,0.96,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立卓楓國小,花蓮縣卓溪鄉卓楓國民小學,國小,花蓮縣,公立,是,是,[982]花蓮縣卓溪鄉古風村十二鄰古楓6號,(03)8846027,http://www.zfps.hlc.edu.tw,6,19,19,1,布農族,19,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立民和國中,南投縣立民和國民中學,國中,南投縣,公立,否,是,[553]南投縣水里鄉中學路29號,(049)2741138,http://www.mhjhs.ntct.edu.tw,6,98,91,0.93,布農族,89,0.98,0,0,0,2,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立信義國中,南投縣立信義國民中學,國中,南投縣,公立,是,是,[556]南投縣信義鄉明德村玉山路20號,(049)2791129,http://www.syijh.ntct.edu.tw/bin/home.php,4,71,40,0.56,布農族,36,0.9,0,0,1,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立同富國中,南投縣立同富國民中學,國中,南投縣,公立,是,是,[556]南投縣信義鄉同富村同和巷7號,(049)2701317,http://www.tfjhs.ntct.edu.tw,7,134,96,0.72,布農族,92,0.96,0,0,0,0,0,92,0,0,4,0,0,0,0,0,0,0,0,0,0
市立寶來國中,高雄市立寶來國民中學,國中,高雄市,公立,否,是,[844]高雄市六龜區寶來里中正路137號,(07)6881258,http://www.blm.ks.edu.tw,3,73,38,0.52,布農族,25,0.66,0,0,2,1,4,25,0,2,3,0,0,0,0,0,0,0,1,0,0
市立那瑪夏國中,高雄市立那瑪夏國民中學,國中,高雄市,公立,是,是,[849]高雄市那瑪夏區瑪雅里平和巷171號,(07)6701813,http://www.sm.ks.edu.tw,6,95,72,0.76,布農族,53,0.74,0,0,0,0,3,53,0,0,5,0,0,0,0,0,0,0,2,9,0
市立桃源國中,高雄市立桃源國民中學,國中,高雄市,公立,是,是,[848]高雄市桃源區勤和里南橫公路三段201號,(07)6861133,http://www.ty.ks.edu.tw,6,56,55,0.98,布農族,54,0.98,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,1,0,0
縣立關山國中,臺東縣立關山國民中學,國中,臺東縣,公立,是,是,[956]臺東縣關山鎮崁頂路22號,(089)811114,http://www.ksjh.ttct.edu.tw,13,342,171,0.5,布農族/阿美族,96,0.56,61,0.36,61,2,5,96,1,0,0,3,0,0,0,3,0,0,0,0,0
縣立桃源國中,臺東縣立桃源國民中學,國中,臺東縣,公立,是,是,[953]臺東縣延平鄉桃源村昇平路178號,(089)561255,http://www.tyjhs.ttct.edu.tw,3,52,52,1,布農族/阿美族,28,0.54,17,0.33,17,0,0,28,0,1,1,0,3,0,0,1,0,1,0,0,0
縣立海端國中,臺東縣立海端國民中學,國中,臺東縣,公立,是,是,[957]臺東縣海端鄉海端村山界1號,(089)931390,http://hdjh.boe.ttct.edu.tw/bin/home.php,3,38,32,0.84,布農族,28,0.88,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立玉里國中,花蓮縣立玉里國民中學,國中,花蓮縣,公立,是,是,[981]花蓮縣玉里鎮民族街30號,(03)8882054,http://www.yljh.hlc.edu.tw,24,582,248,0.43,布農族/阿美族,115,0.46,114,0.46,114,3,3,115,1,0,0,0,0,0,0,10,0,2,0,0,0
縣立三民國中,花蓮縣立三民國民中學,國中,花蓮縣,公立,是,是,[981]花蓮縣玉里鎮三民里151號,(03)8841198,http://www.smjh.hlc.edu.tw,6,102,84,0.82,布農族,33,0.39,0,0,20,0,0,33,0,0,0,0,0,0,0,13,0,18,0,0,0
縣立富北國中,花蓮縣立富北國民中學,國中,花蓮縣,公立,是,是,[983]花蓮縣富里鄉新興村一鄰8號,(03)8821134,http://www.fbjh.hlc.edu.tw,6,99,37,0.37,布農族/阿美族,23,0.62,14,0.38,14,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
國立仁愛高農,國立仁愛高級農業職業學校,高級中等學校,南投縣,公立,是,是,[546]南投縣仁愛鄉大同村山農巷27號,(049)2802619,http://www.ravs.ntct.edu.tw,18,347,140,0.4,布農族/賽德克族,60,0.43,47,0.34,2,27,1,60,0,0,0,0,1,1,0,1,0,47,0,0,0
埔里高工,國立埔里高級工業職業學校,高級中等學校,南投縣,公立,否,是,[545]南投縣埔里鎮中山路1段435號,(049)2982225,http://www.plvs.ntct.edu.tw ,39,1060,106,0.1,布農族/賽德克族,36,0.34,34,0.32,2,31,0,36,0,0,0,1,0,1,0,1,0,34,0,0,0
國立關山工商,國立關山高級工商職業學校,高級中等學校,臺東縣,公立,是,是,[956]臺東縣關山鎮民權路58號,(089)811006,http://www.ksvs.ttct.edu.tw,21,317,170,0.54,布農族/阿美族,88,0.52,59,0.35,59,1,13,88,6,3,0,0,0,0,0,0,0,0,0,0,0
南王國小,臺東縣臺東市南王Puyuma花環實驗小學,國小,臺東縣,公立,是,是,[950]臺東縣臺東市南王里更生北路726號,(089)223203,http://www.nwps.ttct.edu.tw,6,74,57,0.77,卑南族,36,0.63,0,0,12,1,3,3,36,0,1,0,0,0,0,1,0,0,0,0,0
知本國小,臺東縣臺東市知本國民小學,國小,臺東縣,公立,是,是,[950]臺東縣臺東市知本路三段107號,(089)512234,http://www.jbps.ttct.edu.tw,12,195,92,0.47,卑南族,51,0.55,0,0,25,2,10,4,51,0,0,0,0,0,0,0,0,0,0,0,0
建和國小,臺東縣臺東市建和國民小學,國小,臺東縣,公立,是,是,[950]臺東縣臺東市青海路三段640號,(089)512381,http://www.jhps.ttct.edu.tw,6,84,54,0.64,卑南族,39,0.72,0,0,9,1,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0
賓朗國小,臺東縣濱南鄉賓朗國民小學,國小,臺東縣,公立,是,是,[954]臺東縣卑南鄉賓朗村474巷2號,(089)224129,http://www.blps.ttct.edu.tw,7,68,39,0.57,卑南族,19,0.49,0,0,11,1,5,0,19,2,0,0,0,0,1,0,0,0,0,0,0
利嘉國小,臺東縣卑南鄉利嘉國民小學,國小,臺東縣,公立,是,是,[954]臺東縣卑南鄉利嘉村利嘉路666號,(08)9380121,http://www.ljps.ttct.edu.tw,6,42,36,0.86,卑南族,30,0.83,0,0,4,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0
太平國小,臺東縣卑南鄉太平國民小學,國小,臺東縣,公立,是,是,[954]臺東縣卑南鄉泰安村6號,(089)381418,http://www.tpps.ttct.edu.tw,8,140,104,0.74,卑南族,47,0.45,0,0,22,3,14,7,47,10,0,0,1,0,0,0,0,0,0,0,0
縣立知本國中,臺東縣立知本國民中學,國中,臺東縣,公立,是,是,[950]臺東縣臺東市青海路三段680號,(089)512203,http://www.cpjh.ttct.edu.tw,11,217,97,0.45,卑南族,45,0.46,0,0,24,1,7,10,45,6,0,0,3,0,0,0,0,0,0,0,1
縣立初鹿國中,臺東縣立初鹿國民中學,國中,臺東縣,公立,是,是,[954]臺東縣卑南鄉明峰村忠孝路2號,(08)9571125,http://www.cljh.ttct.edu.tw,6,93,42,0.45,卑南族,24,0.57,0,0,11,4,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0
市立茂林國小,高雄市茂林區茂林國民小學,國小,高雄市,公立,是,是,[851]高雄市茂林區茂林里4之3號,(07)6801043,http://www.ml.ks.edu.tw,6,42,41,0.98,魯凱族,33,0.8,0,0,1,0,3,2,0,33,0,0,1,0,0,1,0,0,0,0,0
市立多納國小,高雄市茂林區多納國民小學,國小,高雄市,公立,是,是,[851]高雄市茂林區多納里1-2號,(07)6801178,http://www.dn.ks.edu.tw,6,23,22,0.96,魯凱族,22,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
縣立青葉國小,屏東縣三地門鄉青葉國民小學,國小,屏東縣,公立,是,是,[901]屏東縣三地門鄉青葉村光復巷1之2號,(08)7961997,http://www.cyes.ptc.edu.tw,6,46,37,0.8,魯凱族,31,0.84,0,0,2,0,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0
霧臺國小,屏東縣霧臺鄉霧臺國民小學,國小,屏東縣,公立,是,是,[902]屏東縣霧臺鄉霧臺村中山巷45號,(08)7902230,http://www.wutps.ptc.edu.tw,12,87,86,0.99,魯凱族,78,0.91,0,0,0,0,4,3,0,78,1,0,0,0,0,0,0,0,0,0,0
大南國小,臺東縣卑南鄉達魯瑪克民族實驗小學,國小,臺東縣,公立,是,是,[954]臺東縣卑南鄉東興村東園一街40號,(089)382402,http://www.dnps.ttct.edu.tw,6,65,65,1,魯凱族,52,0.8,0,0,5,1,4,1,2,52,0,0,0,0,0,0,0,0,0,0,0
市立茂林國中,高雄市立茂林國民中學,國中,高雄市,公立,是,是,[851]高雄市茂林區茂林里4之5號,(07)6801153,http://www.ml.ks.edu.tw,3,26,26,1,魯凱族,23,0.88,0,0,0,0,2,0,0,23,0,0,1,0,0,0,0,0,0,0,0
達邦國小,嘉義縣阿里山鄉達邦國民小學,國小,嘉義縣,公立,是,是,[605]嘉義縣阿里山鄉達邦村一鄰1號,(05)2511017,http://www.dbps.cyc.edu.tw,11,47,46,0.98,鄒族,46,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
十字國小,嘉義縣阿里山鄉十字國民小學,國小,嘉義縣,公立,是,是,[605]嘉義縣阿里山鄉十字村16號,(05)2511340,http://www.shtps.cyc.edu.tw,4,13,7,0.54,鄒族,7,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
來吉國小,嘉義縣阿里山鄉來吉國民小學,國小,嘉義縣,公立,是,是,[605]嘉義縣阿里山鄉來吉村四鄰91號,(05)2661232,http://www.ljes.cyc.edu.tw,4,21,17,0.81,鄒族,17,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
山美國小,嘉義縣阿里山鄉山美國民小學,國小,嘉義縣,公立,是,是,[605]嘉義縣阿里山鄉山美村61號,(05)2586520,http://www.smes.cyc.edu.tw,6,35,33,0.94,鄒族,33,1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
新美國小,嘉義縣阿里山鄉新美國民小學,國小,嘉義縣,公立,是,是,[605]嘉義縣阿里山鄉新美村四鄰78號,(05)2513015,http://www.shmps.cyc.edu.tw,6,25,21,0.84,鄒族,19,0.9,0,0,0,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0
茶山國小,嘉義縣阿里山鄉茶山國民小學,國小,嘉義縣,公立,是,是,[605]嘉義縣阿里山鄉茶山村三鄰74號,(05)2513014,http://www.chses.cyc.edu.tw,4,19,14,0.74,鄒族,10,0.71,0,0,0,1,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0
阿里山國中小,嘉義阿里山國民中小學,國中小,嘉義縣,公立,是,是,[605]嘉義縣阿里山鄉樂野村1鄰31號,(05)2561180,http://www.aljes.cyc.edu.tw/,9,138,92,0.67,鄒族,89,0.97,0,0,1,1,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0
東河國小,苗栗縣南庄鄉東河國民小學,國小,苗栗縣,公立,是,是,[353]苗栗縣南庄鄉東河村三鄰132號,(037)823423,https://www.donghe.mlc.edu.tw,6,43,37,0.86,賽夏族,27,0.73,0,0,1,9,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
蓬萊國小,苗栗縣南庄鄉蓬萊國民小學,國小,苗栗縣,公立,是,是,[353]苗栗縣南庄鄉蓬萊村19鄰118號,(037)823385,http://www.penla.mlc.edu.tw,6,34,22,0.65,賽夏族,22,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
縣立永興國小,苗栗縣獅潭鄉永興國民小學,國小,苗栗縣,公立,是,是,[354]苗栗縣獅潭鄉永興村6鄰55-1號,(037)931292,http://www.yungshinges.mlc.edu.tw,6,20,7,0.35,賽夏族,7,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
縣立南庄國中,苗栗縣南庄鄉南庄國民小學,國中,苗栗縣,公立,是,是,[353]苗栗縣南庄鄉東村中正路165號,(037)822027,http://web.njjh.mlc.edu.tw,8,182,95,0.52,賽夏族,71,0.75,0,0,0,23,0,1,0,0,0,71,0,0,0,0,0,0,0,0,0
蘭嶼國小,臺東縣蘭嶼鄉蘭嶼國民小學,國小,臺東縣,公立,是,是,[952]臺東縣蘭嶼鄉紅頭村1之1號,(089)731576,http://www.laps.ttct.edu.tw,6,26,24,0.92,雅美族,24,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
椰油國小,臺東縣蘭嶼鄉椰油國民小學,國小,臺東縣,公立,是,是,[952]臺東縣蘭嶼鄉椰油村忠孝街1號,(089)732017,http://www.yyps.ttct.edu.tw,6,70,69,0.99,雅美族,69,1,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
東清國小,臺東縣蘭嶼鄉東清國民小學,國小,臺東縣,公立,是,是,[952]臺東縣蘭嶼鄉東清村1號,(089)732989,http://www.donps.ttct.edu.tw,6,43,43,1,雅美族,43,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
朗島國小,臺東縣蘭嶼鄉朗島國民小學,國小,臺東縣,公立,是,是,[952]臺東縣蘭嶼鄉朗島村17號,(089)732019,http://www.lodps.ttct.edu.tw,6,31,30,0.97,雅美族,29,0.97,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0
蘭嶼高中,臺東蘭嶼高級中學,完全中學,臺東縣,公立,是,是,[952]臺東縣蘭嶼鄉椰油村37號,(089)732016,http://www.layjh.ttct.edu.tw,9,151,150,0.99,雅美族,146,0.97,0,0,1,1,0,0,0,0,0,0,146,0,0,0,0,0,0,0,2
德化國小,南投縣魚池鄉德化國民小學,國小,南投縣,公立,是,是,[555]南投縣魚池鄉日月村中正路211巷1號,(049)2850441,http://www.dchps.ntct.edu.tw,6,36,11,0.31,邵族,10,0.91,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
新社國小,花蓮縣豐濱鄉新社國民小學,國小,花蓮縣,公立,是,是,[977]花蓮縣豐濱鄉新社村150號,(03)8711138,http://www.ssps.hlc.edu.tw,6,26,24,0.92,噶瑪蘭族,11,0.46,0,0,7,0,0,4,0,1,0,0,0,0,11,1,0,0,0,0,0
縣立新城國小,花蓮縣新城鄉新城國民小學,國小,花蓮縣,公立,是,是,[971]花蓮縣新城鄉新城村博愛路30號,(03)8611006,http://www.scps.hlc.edu.tw,13,229,177,0.77,太魯閣族,140,0.79,0,0,20,9,0,4,1,0,0,0,0,0,3,140,0,0,0,0,0
縣立康樂國小,花蓮縣新城鄉康樂國民小學,國小,花蓮縣,公立,是,是,[971]花蓮縣新城鄉康樂村康樂一街38號,(03)8265597,http://www.klps.hlc.edu.tw,6,71,47,0.66,太魯閣族/阿美族,22,0.47,21,0.45,21,3,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0
縣立北林國小,花蓮縣鳳林鎮北林國民小學,國小,花蓮縣,公立,是,是,[975]花蓮縣鳳林鎮北林里平園路32號,(03)8762554,http://www.blps.hlc.edu.tw/index.php,6,20,8,0.4,太魯閣族,5,0.63,0,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
縣立長橋國小,花蓮縣鳳林鎮長橋國民小學,國小,花蓮縣,公立,是,是,[975]花蓮縣鳳林鎮長橋里長橋路2號,(03)8751654,http://www.chcps.hlc.edu.tw,6,37,22,0.59,太魯閣族,15,0.68,0,0,5,0,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0
縣立林榮國小,花蓮縣鳳林鎮林榮國民小學,國小,花蓮縣,公立,是,是,[975]花蓮縣鳳林鎮林榮里永安街2號,(03)8771024,http://www.llps.hlc.edu.tw,6,22,12,0.55,太魯閣族,10,0.83,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
秀林國小,花蓮縣秀林鄉秀林國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉秀林村秀林路76號,(03)8611393,http://www.slips.hlc.edu.tw,6,79,78,0.99,太魯閣族,66,0.85,0,0,6,5,0,1,0,0,0,0,0,0,0,66,0,0,0,0,0
富世國小,花蓮縣秀林鄉富世國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉富世村127號,(03)8611431,http://www.fusps.hlc.edu.tw,6,68,68,1,太魯閣族,64,0.94,0,0,2,2,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0
縣立崇德國小,花蓮縣秀林鄉崇德國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉崇德村72號,(03)8621220,http://www.cdps.hlc.edu.tw,6,69,69,1,太魯閣族,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0
和平國小,花蓮縣秀林鄉和平國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉和平村112號,(03)8681056,http://www.hpps.hlc.edu.tw,6,86,72,0.84,太魯閣族,63,0.88,0,0,3,6,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0
景美國小,花蓮縣秀林鄉景美國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉景美村加灣112號,(03)8266707,http://www.zmps.hlc.edu.tw,6,50,50,1,太魯閣族,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
三棧國小,花蓮縣秀林鄉三棧國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉景美村三棧102號,(03)8260330,http://www.szps.hlc.edu.tw,6,31,30,0.97,太魯閣族,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
佳民國小,花蓮縣秀林鄉佳民國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉佳民村119號,(03)8264900,http://www.cmps.hlc.edu.tw,6,44,44,1,太魯閣族,39,0.89,0,0,2,2,0,1,0,0,0,0,0,0,0,39,0,0,0,0,0
銅門國小,花蓮縣秀林鄉銅門國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉銅門村69號,(03)8641174,http://210.240.63.2,6,61,58,0.95,太魯閣族,44,0.76,0,0,4,7,0,1,0,0,0,0,0,0,0,44,0,2,0,0,0
水源國小,花蓮縣秀林鄉水源國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉水源村111號,(03)8570781,http://www.syps.hlc.edu.tw,6,89,89,1,太魯閣族,80,0.9,0,0,5,3,0,0,0,1,0,0,0,0,0,80,0,0,0,0,0
銅蘭國小,花蓮縣秀林鄉銅蘭國民小學,國小,花蓮縣,公立,是,是,[972]花蓮縣秀林鄉文蘭村70號,(03)8641005,http://www.tlaps.hlc.edu.tw,6,47,44,0.94,太魯閣族,35,0.8,0,0,2,3,1,3,0,0,0,0,0,0,0,35,0,0,0,0,0
